,AS,1. What is your gender?,2. How old were you at your last birthday?,36a. I have unrealistic time pressures,20a. My supervisor provides me with regular and constructive feedback,"18f. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","18g. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
4332,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,5.0,4.0,4.0
4333,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
4334,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
4335,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
4336,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
4337,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,5.0,5.0,5.0
4338,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,5.0,5.0
4339,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
4340,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,3.0,2.0,5.0
4341,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,1.0,5.0
4342,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,5.0
4343,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4344,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,3.0,4.0,4.0
4345,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,2.0,3.0,4.0
4346,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
4347,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
4348,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,4.0,2.0,4.0
4349,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,2.0,2.0
4350,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
4351,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,1.0,2.0
4352,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,3.0,4.0,5.0
4353,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
4354,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,2.0,4.0,4.0
4355,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,2.0,3.0,5.0
4356,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,4.0,4.0,4.0
4357,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,5.0,4.0,4.0
4358,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,1.0,4.0,4.0
4359,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4360,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,3.0,3.0,4.0
4361,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,1.0,4.0,4.0
4362,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,5.0,5.0
4363,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4364,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,5.0,5.0
4365,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4366,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
4367,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
4368,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
4369,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,5.0
4370,"Medium (251 to 1,000 employees)",Female,40 to 54 years,5.0,4.0,4.0,4.0
4371,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,3.0,4.0
4372,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4373,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
4374,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
4375,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,2.0,4.0,5.0
4376,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,3.0,3.0,4.0
4377,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
4378,"Medium (251 to 1,000 employees)",Female,40 to 54 years,5.0,4.0,4.0,5.0
4379,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,4.0,4.0
4380,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,4.0,1.0,4.0
4381,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
4382,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,2.0,1.0,3.0
4383,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4384,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
4385,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
4386,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
4387,"Medium (251 to 1,000 employees)",Male,40 to 54 years,5.0,4.0,4.0,4.0
4388,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,5.0,5.0
4389,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,4.0,4.0
4390,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
4391,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,5.0
4392,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,3.0,3.0,4.0
4393,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
4394,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
4395,"Medium (251 to 1,000 employees)",Male,55 years or older,2.0,2.0,2.0,4.0
4396,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,4.0,5.0
4397,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,4.0,4.0,4.0
4398,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
4399,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,4.0,4.0,2.0
4400,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
4401,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,3.0,3.0,2.0
4402,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,3.0,4.0,5.0
4403,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,3.0,2.0,5.0
4404,"Medium (251 to 1,000 employees)",Male,40 to 54 years,1.0,4.0,2.0,5.0
4405,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,5.0,5.0
4406,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,1.0,4.0,4.0
4407,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,1.0,4.0,4.0
4408,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,2.0,4.0,4.0
4409,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,1.0,4.0,2.0
4410,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,3.0,4.0
4411,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,2.0,3.0,4.0
4412,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
4413,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,5.0,1.0,3.0
4414,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4415,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4416,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,4.0,4.0,4.0
4417,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,2.0
4418,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
4419,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
4420,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,4.0,4.0,4.0
4421,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,5.0,3.0,3.0
4422,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,5.0,1.0,1.0
4423,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,3.0,4.0
4424,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,3.0,5.0
4425,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,3.0,3.0,4.0
4426,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,5.0,4.0,2.0
4427,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,5.0
4428,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,5.0,5.0,5.0
4429,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
4430,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,3.0,4.0
4431,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,5.0,4.0,5.0
4432,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,2.0,4.0
4433,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,5.0,4.0,4.0
4434,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,4.0,3.0
4435,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,5.0,5.0
4436,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
4437,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
4438,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
4439,"Medium (251 to 1,000 employees)",Female,40 to 54 years,5.0,4.0,4.0,4.0
4440,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,5.0
4441,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4442,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
4443,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
4444,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
4445,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,3.0,3.0
4446,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,2.0,2.0,2.0
4447,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4448,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,5.0,4.0
4449,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
4450,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,5.0
4451,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
4452,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,2.0,4.0,4.0
4453,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,3.0,4.0
4454,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,4.0,4.0,4.0
4455,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,2.0,3.0,4.0
4456,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4457,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
4458,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,5.0,1.0,4.0
4459,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,4.0,4.0,3.0
4460,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,4.0,5.0,5.0
4461,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,5.0,5.0
4462,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,3.0,4.0
4463,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,5.0
4464,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,4.0,5.0
4465,"Medium (251 to 1,000 employees)",Male,55 years or older,2.0,4.0,4.0,4.0
4466,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
4467,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
4468,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
4469,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,3.0,3.0,5.0
4470,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,3.0,2.0
4471,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,4.0,4.0,3.0
4472,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,2.0,4.0,4.0
4473,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,5.0
4474,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,3.0,4.0
4475,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4476,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4477,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,3.0
4478,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
4479,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4480,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
4481,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,3.0,4.0
4482,"Medium (251 to 1,000 employees)",Female,40 to 54 years,5.0,4.0,4.0,4.0
4483,"Medium (251 to 1,000 employees)",Male,40 to 54 years,5.0,5.0,5.0,5.0
4484,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,5.0,3.0
4485,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,3.0,3.0,3.0
4486,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,5.0,5.0
4487,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,4.0,2.0,4.0
4488,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,4.0,2.0,4.0
4489,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
4490,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
4491,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,3.0,2.0,4.0
4492,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
4493,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
4494,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
4495,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,2.0,5.0
4496,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
4497,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,5.0,5.0
4498,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,2.0,5.0
4499,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,2.0,2.0,4.0
4500,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,1.0,2.0,2.0
4501,"Medium (251 to 1,000 employees)",Male,55 years or older,1.0,2.0,1.0,2.0
4502,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,1.0,4.0
4503,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
4504,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
4505,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,3.0,4.0,5.0
4506,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,4.0,4.0
4507,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,3.0,4.0,4.0
4508,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
4509,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,3.0,5.0
4510,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
4511,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,2.0,4.0,3.0
4512,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
4513,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
4514,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,5.0,4.0
4515,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,2.0,2.0,4.0
4516,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
4517,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,5.0,5.0
4518,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
4519,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
4520,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,2.0,3.0,3.0
4521,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,3.0,4.0,3.0
4522,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
4523,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,2.0,1.0,2.0
4524,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,5.0,1.0,4.0
4525,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,3.0,1.0,4.0
4526,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,2.0,1.0,2.0
4527,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,3.0,3.0,4.0
4528,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
4529,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
4530,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,5.0,4.0,5.0
4531,"Medium (251 to 1,000 employees)",Male,55 years or older,5.0,4.0,3.0,4.0
4532,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,4.0,5.0
4533,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,2.0,5.0
4534,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
4535,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
4536,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
4537,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,2.0
4538,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,3.0,5.0,5.0
4539,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
4540,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
4541,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,2.0,3.0,3.0
4542,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
4543,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,2.0,3.0
4544,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
4545,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,2.0,4.0
4546,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
4547,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
4548,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4549,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,3.0,4.0,4.0
4550,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,5.0,1.0,5.0
4551,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,5.0,5.0
4552,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
4553,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
4554,"Medium (251 to 1,000 employees)",Male,40 to 54 years,1.0,5.0,4.0,5.0
4555,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,5.0,4.0
4556,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,3.0,3.0
4557,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,2.0,3.0,4.0
4558,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,2.0,5.0,4.0
4559,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
4560,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,5.0,4.0,5.0
4561,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
4562,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4563,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,4.0,5.0
4564,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
4565,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,3.0,3.0
4566,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
4567,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,4.0,4.0,4.0
4568,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,5.0,4.0,4.0
4569,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,4.0,5.0
4570,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,5.0
4571,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,3.0,3.0
4572,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,4.0,4.0,1.0
4573,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4574,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
4575,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
4576,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
4577,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,2.0,5.0,5.0
4578,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,2.0,4.0,4.0
4579,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,3.0,4.0,5.0
4580,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4581,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4582,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,5.0,5.0,5.0
4583,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
4584,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,5.0,5.0,5.0
4585,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,3.0,4.0,4.0
4586,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,1.0,1.0
4587,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,1.0,2.0,4.0
4588,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,3.0,4.0
4589,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,5.0,2.0,5.0
4590,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,3.0,2.0,4.0
4591,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
4592,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
4593,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,2.0,3.0
4594,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4595,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,3.0
4596,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
4597,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,2.0,4.0
4598,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
4599,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,2.0,2.0
4600,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,5.0,5.0,5.0
4601,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,2.0,3.0,4.0
4602,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,3.0,5.0
4603,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,3.0,4.0,4.0
4604,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,3.0,5.0,4.0
4605,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,5.0,4.0
4606,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,2.0,4.0
4607,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,2.0,4.0
4608,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4609,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,2.0,4.0,4.0
4610,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,2.0,4.0,4.0
4611,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,5.0,4.0,2.0
4612,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,2.0
