,2,1. What is your gender?,2. How old were you at your last birthday?,47a. I have unrealistic time pressures,19a. My supervisor communicates effectively,"17d. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","17e. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
4720,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,5.0,2.0,4.0
4721,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,3.0,4.0
4722,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
4723,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,3.0,5.0
4724,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,5.0,5.0,5.0
4725,"Medium (251 to 1,000 employees)",Male,55 years or older,2.0,3.0,4.0,3.0
4726,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,3.0,4.0
4727,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,5.0,5.0
4728,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,5.0
4729,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
4730,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,5.0,4.0,5.0
4731,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,5.0,3.0,3.0
4732,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,5.0,5.0,5.0
4733,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
4734,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,2.0
4735,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
4736,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,3.0,2.0,3.0
4737,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,4.0,4.0,5.0
4738,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,2.0
4739,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,3.0
4740,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
4741,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,5.0,5.0,5.0
4742,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4743,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,2.0,2.0,1.0
4744,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,3.0,4.0
4745,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,2.0
4746,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
4747,"Medium (251 to 1,000 employees)",Male,55 years or older,2.0,4.0,2.0,4.0
4748,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,2.0,4.0
4749,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
4750,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
4751,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,3.0,3.0,3.0
4752,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4753,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,2.0,4.0
4754,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
4755,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,4.0,5.0
4756,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,3.0,4.0,4.0
4757,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,5.0,1.0,4.0
4758,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4759,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,4.0,1.0
4760,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,5.0,4.0,5.0
4761,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
4762,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,3.0,5.0
4763,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
4764,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4765,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,2.0,1.0,4.0
4766,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
4767,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
4768,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,5.0,3.0,4.0
4769,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
4770,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,2.0,5.0
4771,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,3.0,5.0,5.0
4772,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,3.0,1.0,4.0
4773,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,5.0,4.0,5.0
4774,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
4775,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
4776,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,2.0,4.0
4777,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
4778,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
4779,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
4780,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,3.0,4.0
4781,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,2.0,5.0
4782,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,5.0,4.0,4.0
4783,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
4784,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,3.0,5.0,5.0
4785,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4786,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4787,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
4788,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
4789,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,5.0,5.0
4790,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,1.0,4.0,1.0
4791,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,3.0,4.0,2.0
4792,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,4.0,5.0,5.0
4793,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
4794,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,3.0
4795,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4796,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,4.0,3.0,4.0
4797,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,4.0,3.0,4.0
4798,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,2.0,5.0,5.0
4799,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,2.0,4.0,2.0
4800,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,5.0,5.0,5.0
4801,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
4802,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,3.0,4.0,4.0
4803,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,5.0,5.0,5.0
4804,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,3.0,4.0
4805,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,2.0,5.0
4806,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
4807,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4808,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,2.0,2.0
4809,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
4810,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,2.0,4.0
4811,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
4812,"Medium (251 to 1,000 employees)",Male,55 years or older,5.0,4.0,4.0,4.0
4813,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,4.0,5.0
4814,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,5.0,4.0,3.0
4815,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,3.0,4.0,5.0
4816,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,5.0,5.0,4.0
4817,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,1.0,3.0,3.0
4818,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,3.0,4.0,5.0
4819,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,5.0,2.0,4.0
4820,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
4821,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,3.0,4.0,4.0
4822,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,4.0,1.0,2.0
4823,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,2.0,1.0,1.0
4824,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,5.0,5.0,5.0
4825,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
4826,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,5.0,4.0,5.0
4827,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,2.0,4.0
4828,"Medium (251 to 1,000 employees)",Female,40 to 54 years,5.0,4.0,4.0,4.0
4829,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,3.0,4.0,4.0
4830,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,4.0,4.0
4831,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,5.0,2.0,4.0
4832,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,5.0,5.0,5.0
4833,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,2.0,5.0
4834,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,1.0,1.0,3.0
4835,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
4836,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,4.0,4.0,4.0
4837,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,3.0,4.0,4.0
4838,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,3.0,4.0
4839,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,2.0,5.0
4840,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,4.0,5.0
4841,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,2.0,2.0,3.0
4842,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,3.0,4.0
4843,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,3.0,2.0
4844,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,2.0,4.0,3.0
4845,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,4.0,3.0,4.0
4846,"Medium (251 to 1,000 employees)",Male,55 years or older,2.0,4.0,4.0,4.0
4847,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,4.0,4.0,2.0
4848,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,2.0,4.0,4.0
4849,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
4850,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,5.0
4851,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,2.0,2.0
4852,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
4853,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
4854,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,5.0
4855,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
4856,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,3.0,4.0,3.0
4857,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
4858,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,2.0,4.0
4859,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,1.0,4.0,4.0
4860,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,2.0,2.0
4861,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,3.0
4862,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
4863,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,5.0
4864,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
4865,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,2.0,4.0,5.0
4866,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4867,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,1.0,1.0,3.0
4868,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
4869,"Medium (251 to 1,000 employees)",Male,40 to 54 years,1.0,4.0,3.0,4.0
4870,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
4871,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4872,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,4.0,5.0,5.0
4873,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,2.0,4.0,4.0
4874,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
4875,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,4.0,2.0,4.0
4876,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
4877,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
4878,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
4879,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,4.0,4.0
4880,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,2.0,5.0
4881,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,4.0,4.0
4882,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
4883,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,5.0,5.0
4884,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,2.0,2.0
4885,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,5.0,2.0,3.0
4886,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,3.0,2.0
4887,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,5.0,4.0,2.0
4888,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,4.0,4.0,2.0
4889,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,4.0,4.0
4890,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,2.0,4.0
4891,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
4892,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,4.0,4.0,3.0
4893,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,2.0,2.0
4894,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,3.0,5.0
4895,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,3.0,4.0,4.0
4896,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
4897,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,3.0
4898,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,3.0,4.0
4899,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,2.0,4.0,4.0
4900,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,4.0,3.0
4901,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
4902,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
4903,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,3.0,4.0
4904,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,2.0,2.0,4.0
4905,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
4906,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,2.0,3.0
4907,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
4908,"Medium (251 to 1,000 employees)",Female,55 years or older,1.0,2.0,3.0,4.0
4909,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,4.0,4.0,4.0
4910,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
4911,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,2.0,3.0
4912,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,4.0,4.0
4913,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,5.0,2.0,2.0
4914,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
4915,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,4.0,5.0
4916,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,2.0,3.0
4917,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,5.0,5.0
4918,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,5.0
4919,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,5.0,4.0,2.0
4920,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,5.0,4.0,4.0
4921,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,5.0,5.0,5.0
4922,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,2.0,3.0
4923,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
4924,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
4925,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,5.0,5.0
4926,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,3.0,4.0,3.0
4927,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,5.0,4.0,5.0
4928,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
4929,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,5.0
4930,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,1.0,1.0,1.0
4931,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,5.0,5.0
4932,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
4933,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,3.0,1.0,4.0
4934,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,5.0,5.0,5.0
4935,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,4.0,4.0
4936,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
4937,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,3.0,4.0,5.0
4938,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,4.0,4.0,4.0
4939,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,2.0,3.0
4940,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,3.0
4941,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,3.0,4.0
4942,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,4.0,4.0
4943,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,5.0,4.0
4944,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,2.0,4.0,4.0
4945,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,4.0,4.0,2.0
4946,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,1.0,2.0
4947,"Medium (251 to 1,000 employees)",Male,55 years or older,5.0,3.0,4.0,4.0
4948,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,5.0,5.0,5.0
4949,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,5.0,2.0,5.0
4950,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
4951,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,3.0,4.0,5.0
4952,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,5.0,2.0,2.0
4953,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,2.0,4.0
4954,"Medium (251 to 1,000 employees)",Male,55 years or older,1.0,4.0,1.0,1.0
4955,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,4.0,4.0,4.0
4956,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,3.0,3.0
4957,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,3.0,4.0,4.0
4958,"Medium (251 to 1,000 employees)",Male,40 to 54 years,5.0,4.0,5.0,5.0
4959,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
4960,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,5.0,4.0,4.0
4961,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
4962,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,2.0,5.0
4963,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,1.0,3.0,4.0
4964,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,3.0,3.0
4965,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
4966,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
4967,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,4.0,4.0
4968,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,4.0,5.0
4969,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,4.0,4.0,4.0
4970,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
4971,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,5.0,4.0,4.0
4972,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,4.0,4.0
4973,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,4.0,4.0
4974,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,4.0,4.0,4.0
4975,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
4976,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
4977,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,2.0,2.0
4978,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,1.0,1.0,1.0
4979,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
4980,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,2.0,4.0
4981,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
4982,"Medium (251 to 1,000 employees)",Female,55 years or older,1.0,2.0,2.0,1.0
4983,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,2.0,4.0
4984,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,3.0,4.0,4.0
4985,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,2.0
4986,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
4987,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
4988,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,2.0,3.0
4989,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
4990,"Medium (251 to 1,000 employees)",Male,55 years or older,2.0,4.0,3.0,3.0
4991,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
4992,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
4993,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,5.0,3.0,4.0
4994,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,4.0,4.0,4.0
4995,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
4996,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,5.0,4.0
4997,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
4998,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,5.0,4.0,5.0
4999,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,1.0,4.0,2.0
5000,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
