,AS,1. What is your gender?,2. How old were you at your last birthday?,36a. I have unrealistic time pressures,20a. My supervisor provides me with regular and constructive feedback,"18f. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","18g. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
13361,"Large (1,001 or more employees)",Male,55 years or older,1.0,2.0,4.0,4.0
13362,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,2.0,2.0
13363,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,4.0
13364,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
13365,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,5.0
13366,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,4.0,4.0
13367,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,2.0,4.0
13368,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,5.0
13369,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,3.0
13370,Small (Less than 250 employees),Male,55 years or older,1.0,1.0,2.0,1.0
13371,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
13372,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,5.0,5.0
13373,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,5.0,5.0
13374,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,5.0,5.0
13375,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13376,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,4.0
13377,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,3.0,4.0
13378,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,5.0
13379,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,5.0
13380,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,5.0,4.0
13381,"Large (1,001 or more employees)",Male,55 years or older,1.0,5.0,4.0,4.0
13382,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
13383,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,3.0,4.0
13384,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13385,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,3.0,4.0
13386,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,5.0
13387,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13388,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,2.0,5.0,5.0
13389,"Large (1,001 or more employees)",Female,55 years or older,1.0,2.0,2.0,4.0
13390,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,4.0
13391,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,5.0,5.0
13392,"Large (1,001 or more employees)",Male,55 years or older,2.0,2.0,1.0,4.0
13393,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,2.0,2.0,4.0
13394,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,4.0,5.0
13395,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,5.0,4.0
13396,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,5.0,2.0
13397,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13398,"Large (1,001 or more employees)",Male,55 years or older,2.0,2.0,4.0,2.0
13399,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13400,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,5.0,5.0
13401,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,4.0
13402,"Large (1,001 or more employees)",Male,55 years or older,5.0,3.0,4.0,4.0
13403,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,5.0
13404,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,5.0
13405,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
13406,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,3.0,3.0
13407,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,5.0,5.0,5.0
13408,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
13409,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,4.0,5.0
13410,Small (Less than 250 employees),Female,55 years or older,2.0,2.0,3.0,2.0
13411,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,5.0,5.0
13412,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,5.0
13413,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,5.0,5.0
13414,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
13415,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,4.0,4.0
13416,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13417,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,3.0,4.0
13418,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,3.0
13419,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
13420,"Large (1,001 or more employees)",Male,55 years or older,2.0,2.0,4.0,2.0
13421,"Large (1,001 or more employees)",Female,55 years or older,5.0,3.0,4.0,5.0
13422,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,5.0,3.0,4.0
13423,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
13424,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,5.0
13425,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,3.0,4.0
13426,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,4.0
13427,"Large (1,001 or more employees)",Male,55 years or older,3.0,1.0,2.0,3.0
13428,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,2.0,4.0
13429,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,4.0
13430,Small (Less than 250 employees),Female,55 years or older,2.0,4.0,4.0,5.0
13431,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,5.0
13432,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,2.0,4.0
13433,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,5.0
13434,Small (Less than 250 employees),Female,55 years or older,4.0,5.0,5.0,5.0
13435,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,4.0
13436,"Large (1,001 or more employees)",Female,55 years or older,1.0,4.0,4.0,4.0
13437,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,4.0,4.0
13438,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,2.0,3.0
13439,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,4.0,4.0
13440,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
13441,"Large (1,001 or more employees)",Female,55 years or older,2.0,1.0,1.0,5.0
13442,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
13443,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,5.0
13444,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,4.0,4.0
13445,"Large (1,001 or more employees)",Male,55 years or older,5.0,4.0,5.0,5.0
13446,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
13447,"Large (1,001 or more employees)",Male,55 years or older,2.0,2.0,2.0,4.0
13448,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,4.0,4.0
13449,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
13450,"Large (1,001 or more employees)",Male,55 years or older,2.0,1.0,5.0,5.0
13451,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,5.0,5.0
13452,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
13453,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,3.0,4.0
13454,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,3.0,4.0
13455,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13456,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
13457,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13458,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,4.0,3.0
13459,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,2.0,3.0
13460,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,3.0,4.0
13461,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13462,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,3.0,3.0
13463,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
13464,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,3.0,5.0
13465,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,4.0
13466,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13467,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,3.0,4.0
13468,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,5.0
13469,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
13470,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13471,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,3.0,4.0
13472,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,4.0,4.0,5.0
13473,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,2.0,4.0
13474,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,4.0,4.0
13475,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13476,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,3.0,5.0
13477,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,4.0
13478,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,3.0,4.0
13479,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
13480,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
13481,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
13482,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,2.0
13483,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
13484,Small (Less than 250 employees),Female,55 years or older,2.0,1.0,2.0,2.0
13485,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,5.0,4.0
13486,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
13487,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,3.0,3.0
13488,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
13489,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,3.0,3.0
13490,"Large (1,001 or more employees)",Female,55 years or older,2.0,3.0,4.0,4.0
13491,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,1.0,4.0
13492,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13493,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
13494,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13495,"Large (1,001 or more employees)",Male,55 years or older,2.0,5.0,4.0,5.0
13496,"Large (1,001 or more employees)",Female,55 years or older,3.0,2.0,5.0,5.0
13497,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,2.0,4.0
13498,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,4.0
13499,"Large (1,001 or more employees)",Female,55 years or older,1.0,4.0,1.0,1.0
13500,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,3.0,3.0
13501,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,3.0,5.0
13502,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,3.0
13503,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,3.0,5.0
13504,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,3.0,5.0
13505,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
13506,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
13507,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
13508,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13509,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,3.0,3.0
13510,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,3.0
13511,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,5.0
13512,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13513,"Medium (251 to 1,000 employees)",Male,55 years or older,2.0,5.0,4.0,3.0
13514,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,4.0
13515,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,3.0
13516,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,2.0,4.0
13517,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,4.0,5.0
13518,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,5.0,5.0
13519,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13520,"Large (1,001 or more employees)",Male,55 years or older,1.0,3.0,4.0,4.0
13521,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,5.0,4.0
13522,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
13523,"Large (1,001 or more employees)",Female,55 years or older,3.0,1.0,4.0,4.0
13524,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,2.0,1.0
13525,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,4.0,5.0
13526,"Large (1,001 or more employees)",Female,55 years or older,4.0,2.0,2.0,4.0
13527,"Large (1,001 or more employees)",Female,55 years or older,2.0,3.0,2.0,2.0
13528,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,2.0,3.0
13529,"Large (1,001 or more employees)",Female,55 years or older,1.0,4.0,2.0,5.0
13530,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,2.0,5.0
13531,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,4.0,4.0
13532,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,5.0,5.0,5.0
13533,"Large (1,001 or more employees)",Male,55 years or older,2.0,5.0,1.0,1.0
13534,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,5.0,4.0
13535,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,3.0
13536,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,3.0,4.0
13537,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,5.0,5.0
13538,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,4.0,4.0
13539,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
13540,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,2.0,4.0
13541,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
13542,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,3.0,4.0
13543,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,4.0
13544,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,5.0,5.0,4.0
13545,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,5.0,5.0
13546,"Large (1,001 or more employees)",Female,55 years or older,2.0,3.0,4.0,4.0
13547,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,4.0,4.0,4.0
13548,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,5.0
13549,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
13550,"Large (1,001 or more employees)",Female,55 years or older,2.0,3.0,4.0,4.0
13551,"Large (1,001 or more employees)",Female,55 years or older,2.0,3.0,3.0,3.0
13552,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,4.0,4.0
13553,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,4.0,4.0
13554,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13555,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,4.0,4.0,5.0
13556,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,2.0
13557,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,3.0,3.0
13558,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13559,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,2.0,4.0
13560,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,2.0,2.0
13561,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13562,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13563,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,1.0,4.0
13564,Small (Less than 250 employees),Male,55 years or older,4.0,5.0,3.0,4.0
13565,"Large (1,001 or more employees)",Female,55 years or older,2.0,3.0,4.0,4.0
13566,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,2.0,2.0
13567,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,5.0
13568,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,4.0
13569,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,4.0,4.0
13570,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,4.0,3.0,4.0
13571,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,4.0
13572,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,5.0
13573,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,3.0,4.0
13574,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,4.0
13575,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,4.0,4.0
13576,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,3.0
13577,"Large (1,001 or more employees)",Female,55 years or older,2.0,2.0,4.0,4.0
13578,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,4.0,4.0,4.0
13579,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,3.0,3.0
13580,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,3.0,4.0,4.0
13581,"Large (1,001 or more employees)",Female,55 years or older,1.0,4.0,4.0,4.0
13582,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,3.0,2.0
13583,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,3.0
13584,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
13585,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,5.0
13586,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,3.0,3.0
13587,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,4.0
13588,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,3.0,4.0
13589,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
