,2,1. What is your gender?,2. How old were you at your last birthday?,47a. I have unrealistic time pressures,19a. My supervisor communicates effectively,"17d. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","17e. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
19430,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,3.0
19431,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,3.0,4.0
19432,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,2.0
19433,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,3.0,4.0
19434,"Large (1,001 or more employees)",Female,55 years or older,2.0,3.0,3.0,4.0
19435,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,3.0,4.0
19436,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,5.0,5.0
19437,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,4.0
19438,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19439,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,3.0,4.0
19440,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,3.0
19441,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,4.0
19442,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19443,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,3.0,5.0
19444,"Large (1,001 or more employees)",Female,55 years or older,3.0,2.0,3.0,4.0
19445,"Large (1,001 or more employees)",Female,55 years or older,2.0,2.0,2.0,3.0
19446,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19447,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19448,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19449,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,5.0,5.0
19450,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,4.0
19451,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19452,"Medium (251 to 1,000 employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19453,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,2.0,4.0
19454,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,4.0
19455,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,3.0,4.0
19456,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,2.0,5.0
19457,"Large (1,001 or more employees)",Male,55 years or older,1.0,5.0,4.0,5.0
19458,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,3.0,3.0
19459,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19460,"Large (1,001 or more employees)",Female,55 years or older,5.0,4.0,5.0,5.0
19461,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,3.0,3.0
19462,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,4.0,4.0
19463,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
19464,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19465,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,4.0
19466,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
19467,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19468,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,3.0
19469,"Large (1,001 or more employees)",Female,55 years or older,1.0,3.0,3.0,2.0
19470,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,3.0,4.0
19471,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,3.0
19472,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19473,"Large (1,001 or more employees)",Male,55 years or older,2.0,2.0,4.0,5.0
19474,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,4.0
19475,"Medium (251 to 1,000 employees)",Female,55 years or older,2.0,5.0,4.0,4.0
19476,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,3.0,2.0
19477,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,4.0
19478,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,5.0,4.0
19479,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,5.0
19480,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,5.0
19481,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,2.0,3.0
19482,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,5.0,4.0
19483,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,3.0
19484,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,3.0,4.0
19485,"Large (1,001 or more employees)",Female,55 years or older,1.0,4.0,2.0,2.0
19486,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19487,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19488,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19489,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19490,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,4.0,3.0,4.0
19491,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19492,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,4.0
19493,"Large (1,001 or more employees)",Male,55 years or older,5.0,3.0,3.0,2.0
19494,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,4.0,4.0
19495,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19496,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19497,"Large (1,001 or more employees)",Female,55 years or older,2.0,2.0,1.0,1.0
19498,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,5.0
19499,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,1.0,4.0
19500,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19501,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,2.0
19502,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,1.0,3.0
19503,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,2.0,4.0
19504,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,3.0,4.0
19505,"Large (1,001 or more employees)",Female,55 years or older,2.0,3.0,4.0,4.0
19506,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,4.0
19507,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,3.0,3.0
19508,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,4.0
19509,"Large (1,001 or more employees)",Female,55 years or older,2.0,2.0,4.0,2.0
19510,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,2.0,2.0
19511,"Large (1,001 or more employees)",Female,55 years or older,1.0,3.0,2.0,2.0
19512,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,2.0,4.0
19513,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,3.0,3.0
19514,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,4.0
19515,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,3.0
19516,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19517,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,4.0
19518,"Medium (251 to 1,000 employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19519,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,5.0,5.0
19520,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,2.0
19521,"Large (1,001 or more employees)",Female,55 years or older,5.0,1.0,4.0,4.0
19522,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,5.0
19523,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,5.0
19524,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19525,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,1.0,4.0
19526,"Large (1,001 or more employees)",Female,55 years or older,1.0,2.0,1.0,2.0
19527,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,2.0,4.0
19528,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
19529,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,4.0
19530,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,1.0,4.0
19531,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,4.0
19532,"Large (1,001 or more employees)",Male,55 years or older,4.0,1.0,5.0,1.0
19533,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,4.0
19534,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19535,"Large (1,001 or more employees)",Male,55 years or older,5.0,5.0,3.0,3.0
19536,"Large (1,001 or more employees)",Female,55 years or older,1.0,4.0,4.0,4.0
19537,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19538,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,5.0,5.0,5.0
19539,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
19540,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,4.0,3.0
19541,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,5.0,4.0
19542,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19543,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,3.0,3.0
19544,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,4.0
19545,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
19546,"Large (1,001 or more employees)",Female,55 years or older,4.0,1.0,5.0,5.0
19547,"Large (1,001 or more employees)",Male,55 years or older,1.0,5.0,1.0,3.0
19548,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,4.0
19549,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19550,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,5.0,5.0
19551,"Large (1,001 or more employees)",Female,55 years or older,1.0,4.0,4.0,3.0
19552,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19553,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,4.0,4.0
19554,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,5.0
19555,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,4.0
19556,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,5.0
19557,"Large (1,001 or more employees)",Female,55 years or older,3.0,2.0,4.0,5.0
19558,"Large (1,001 or more employees)",Female,55 years or older,1.0,5.0,4.0,4.0
19559,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,2.0,5.0
19560,"Large (1,001 or more employees)",Female,55 years or older,2.0,2.0,1.0,3.0
19561,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19562,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,5.0,5.0
19563,"Large (1,001 or more employees)",Male,55 years or older,1.0,1.0,1.0,1.0
19564,"Large (1,001 or more employees)",Female,55 years or older,2.0,3.0,2.0,4.0
19565,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,3.0,1.0
19566,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,4.0
19567,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19568,"Large (1,001 or more employees)",Male,55 years or older,1.0,4.0,5.0,4.0
19569,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,2.0,4.0
19570,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,4.0,4.0
19571,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19572,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,4.0
19573,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19574,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,3.0
19575,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19576,"Medium (251 to 1,000 employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19577,"Large (1,001 or more employees)",Male,55 years or older,2.0,5.0,2.0,5.0
19578,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,2.0,4.0
19579,"Large (1,001 or more employees)",Female,55 years or older,1.0,3.0,4.0,4.0
19580,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,3.0,2.0
19581,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19582,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,4.0
19583,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
19584,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,3.0
19585,Small (Less than 250 employees),Female,55 years or older,2.0,5.0,5.0,5.0
19586,"Large (1,001 or more employees)",Male,55 years or older,1.0,3.0,2.0,2.0
19587,Small (Less than 250 employees),Female,55 years or older,1.0,5.0,5.0,5.0
19588,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19589,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19590,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,4.0,4.0
19591,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,3.0,4.0
19592,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,3.0,3.0
19593,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,5.0
19594,"Large (1,001 or more employees)",Male,55 years or older,2.0,5.0,4.0,4.0
19595,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19596,"Large (1,001 or more employees)",Female,55 years or older,1.0,4.0,4.0,4.0
19597,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,5.0
19598,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,3.0,3.0
19599,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
19600,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19601,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19602,"Large (1,001 or more employees)",Female,55 years or older,4.0,2.0,3.0,3.0
19603,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
19604,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,3.0
19605,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,3.0,4.0
19606,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,1.0,4.0
19607,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,3.0,4.0
19608,"Large (1,001 or more employees)",Male,55 years or older,2.0,5.0,2.0,4.0
19609,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,1.0,2.0
19610,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,1.0,2.0
19611,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,1.0,4.0
19612,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,5.0
19613,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,5.0
19614,"Medium (251 to 1,000 employees)",Female,55 years or older,5.0,4.0,5.0,5.0
19615,"Large (1,001 or more employees)",Female,55 years or older,3.0,1.0,3.0,1.0
19616,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,5.0
19617,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,5.0,5.0
19618,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,3.0,4.0
19619,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,3.0,4.0
19620,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,3.0,4.0
19621,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19622,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
19623,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,5.0,5.0
19624,"Large (1,001 or more employees)",Female,55 years or older,1.0,4.0,5.0,5.0
19625,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,3.0
19626,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,2.0,4.0
19627,"Large (1,001 or more employees)",Male,55 years or older,1.0,4.0,3.0,2.0
19628,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
19629,"Medium (251 to 1,000 employees)",Male,55 years or older,1.0,3.0,1.0,3.0
19630,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,3.0,5.0
19631,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,5.0,5.0
19632,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,2.0,4.0
19633,"Large (1,001 or more employees)",Female,55 years or older,3.0,2.0,3.0,3.0
19634,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,3.0
19635,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,4.0
19636,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,5.0,5.0
19637,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,1.0,3.0
19638,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,2.0,4.0,4.0
19639,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19640,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19641,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19642,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,5.0
19643,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
19644,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,5.0,5.0
19645,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
19646,"Large (1,001 or more employees)",Male,55 years or older,4.0,2.0,5.0,3.0
19647,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
19648,"Medium (251 to 1,000 employees)",Male,55 years or older,4.0,4.0,5.0,5.0
19649,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,3.0
19650,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,3.0
19651,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,3.0,4.0
19652,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,4.0
19653,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,5.0,5.0
19654,"Large (1,001 or more employees)",Male,55 years or older,4.0,3.0,4.0,4.0
19655,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,3.0
19656,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
